Id,Label,initial_assets,initial_reserves,initial_customer_loans,initial_interbank_assets,initial_deposits,initial_interbank_liabilities,initial_equity,initial_equity_ratio,initial_reserve_ratio,interbank_assets,interbank_liabilities,total_assets,reserves,customer_loans,deposits,equity,equity_ratio,reserve_ratio,interbank_asset_ratio,interbank_liability_ratio,out_degree,in_degree,degree,weighted_out_degree,weighted_in_degree
B081,Bank 081,207.0351653174,3.4764655972,81.2298973083,122.3288024119,83.6316749988,120.9552393571,2.4482509614,0.0118252904,0.0167916672,0.0000000000,2.8910607451,88.9709867054,3.6514916214,85.3194950840,83.6316749988,2.4482509614,0.0275174082,0.0410413749,0.0000000000,0.0324944215,0,1,1,0.0000000000,2.8910607451
B082,Bank 082,141.5786163118,7.1489781700,78.0494590971,56.3801790447,29.3882647461,105.6503958197,6.5399557460,0.0461931040,0.0504947594,1.7903408954,2.6195517029,86.9887781625,7.1489781700,78.0494590971,69.0116329074,15.3575935521,0.1765468360,0.0821827634,0.0205812857,0.0301136739,6,5,11,1.7903408954,2.6195517029
B083,Bank 083,306.9185256145,1.3557190535,285.7301517812,19.8326547799,169.7374844669,118.7814373122,18.3996038354,0.0599494729,0.0044171952,1.3342791339,10.2293304542,288.4201499686,1.3557190535,285.7301517812,250.9840581262,27.2067613882,0.0943303073,0.0047005005,0.0046261648,0.0354667677,4,6,10,1.3342791339,10.2293304542
B084,Bank 084,112.9519986936,12.7997181341,40.0211835215,60.1310970380,33.5508573681,72.2741518670,7.1269894585,0.0630975064,0.1133199791,0.2595382040,5.7642941555,53.0804398595,12.7997181341,40.0211835215,39.0260886347,8.2900570693,0.1561791329,0.2411381324,0.0048895262,0.1085954482,2,4,6,0.2595382040,5.7642941555
B085,Bank 085,101.5433867524,16.1083418835,3.8695254670,81.5655194019,3.1371559545,83.8614677888,14.5447630090,0.1432369303,0.1586350662,5.2187038274,0.0000000000,25.1965711779,16.1083418835,3.8695254670,4.4704182542,20.7261529237,0.8225783095,0.6393069029,0.2071196033,0.0000000000,5,0,5,5.2187038274,0.0000000000
B086,Bank 086,106.4929766539,9.1395590454,31.0302288835,66.3231887251,39.8938402526,55.4547162539,11.1444201475,0.1046493440,0.0858231156,1.0455431107,0.4447346565,51.4829950566,11.4756909092,38.9617610367,39.8938402526,11.1444201475,0.2164679839,0.2229025506,0.0203085137,0.0086384768,3,2,5,1.0455431107,0.4447346565
B087,Bank 087,234.9693951644,24.6942126472,67.9088666828,142.3663158344,109.9289391178,121.9237571700,3.1166988766,0.0132642759,0.1050954429,0.0000000000,2.7949399280,115.8405779224,30.8908935328,84.9496843897,109.9289391178,3.1166988766,0.0269050702,0.2666672947,0.0000000000,0.0241274688,0,2,2,0.0000000000,2.7949399280
B088,Bank 088,151.1514858559,36.2464767093,0.0000000000,114.9050091466,30.8923994389,106.0463242221,14.2127621949,0.0940299205,0.2398023182,2.1301072877,5.6430116793,50.7481733131,48.6180660255,0.0000000000,30.8923994389,14.2127621949,0.2800645081,0.9580259318,0.0419740682,0.1111963507,4,6,10,2.1301072877,5.6430116793
B089,Bank 089,112.4395665086,21.1376018551,0.0000000000,91.3019646535,55.9081760089,41.7552028598,14.7761876398,0.1314144842,0.1879907804,7.1926372468,1.3727859326,72.0571495813,64.8645123345,0.0000000000,55.9081760089,14.7761876398,0.2050620615,0.9001814908,0.0998185092,0.0190513494,6,3,9,7.1926372468,1.3727859326
B090,Bank 090,158.9616212454,21.4938619675,87.3252350622,50.1425242156,87.5692349590,67.2091039655,4.1832823209,0.0263163038,0.1352141592,1.6287021588,7.5293312630,110.4477991885,21.4938619675,87.3252350622,98.2260952241,4.6923727014,0.0424849815,0.1946065211,0.0147463523,0.0681709488,6,6,12,1.6287021588,7.5293312630
B091,Bank 091,111.6458740982,7.9419536796,29.9593369259,73.7445834926,62.0318809582,26.3323472841,23.2816458559,0.2085311799,0.0711352188,2.3816002212,2.4869134944,87.8004403085,17.8989279917,67.5199120956,62.0318809582,23.2816458559,0.2651654795,0.2038592054,0.0271251512,0.0283246130,6,4,10,2.3816002212,2.4869134944
B092,Bank 092,221.3381269395,49.6348978278,161.7205236431,9.9827054686,141.4167029406,76.8363014652,3.0851225337,0.0139385047,0.2242491997,0.4154058810,3.9609453777,211.7708273520,49.6348978278,161.7205236431,203.3731286842,4.4367532901,0.0209507294,0.2343802423,0.0019615822,0.0187039236,7,2,9,0.4154058810,3.9609453777
B093,Bank 093,148.2774722884,8.7149015583,27.4050081011,112.1575626290,74.3662929875,39.6167313921,34.2944479088,0.2312856254,0.0587742792,0.0970489690,0.0802939854,108.7410348817,26.2132893205,82.4306965922,74.3662929875,34.2944479088,0.3153772442,0.2410616135,0.0008924779,0.0007383964,1,1,2,0.0970489690,0.0802939854
B094,Bank 094,137.6837953355,11.1986054806,2.4216958339,124.0634940210,42.4195559420,91.7286334965,3.5356058969,0.0256791723,0.0813356826,0.0000000000,1.0986980081,47.0538598471,38.6876619392,8.3661979079,42.4195559420,3.5356058969,0.0751395509,0.8221995404,0.0000000000,0.0233497956,0,2,2,0.0000000000,1.0986980081
B095,Bank 095,127.0264235767,28.8688130439,66.8461767428,31.3114337901,78.9144699520,21.3030062302,26.8089473946,0.2110501629,0.2272662036,0.8543058493,0.0000000000,105.7234173465,31.6298082530,73.2393032442,78.9144699520,26.8089473946,0.2535762470,0.2991750460,0.0080805735,0.0000000000,5,0,5,0.8543058493,0.0000000000
B096,Bank 096,194.1273537313,25.6996494705,145.3335478302,23.0941564306,82.5369716916,67.7640678102,43.8263142295,0.2257606328,0.1323855138,0.4299242820,8.0362212600,171.4631215827,25.6996494705,145.3335478302,106.7458902105,56.6810101122,0.3305726012,0.1498844138,0.0025073863,0.0468685113,3,7,10,0.4299242820,8.0362212600
B097,Bank 097,134.9070113001,25.0359739976,12.4834677806,97.3875695219,43.9470689233,57.9194480996,33.0404942772,0.2449130995,0.1855794874,0.0090726377,8.4321682902,85.4197314907,56.9928264606,28.4178323924,43.9470689233,33.0404942772,0.3868016640,0.6672091502,0.0001062124,0.0987145258,1,6,7,0.0090726377,8.4321682902
B098,Bank 098,106.3062969113,15.6999728718,5.7832648640,84.8230591755,53.1923748306,31.7777758454,21.3361462353,0.2007044442,0.1476861985,2.0249022605,3.5956105261,78.1241315920,55.6133973270,20.4858320045,53.1923748306,21.3361462353,0.2731057076,0.7118593985,0.0259190370,0.0460243263,4,4,8,2.0249022605,3.5956105261
B099,Bank 099,108.7317089744,17.7623904766,2.4362788375,88.5330396603,31.5644593863,55.9547905255,21.2124590627,0.1950899077,0.1633598023,2.0254397034,1.5577910899,54.3347095388,45.9999449427,6.3093248928,31.5644593863,21.2124590627,0.3904034685,0.8466033100,0.0372770872,0.0286702755,5,5,10,2.0254397034,1.5577910899
B100,Bank 100,883.1455179485,66.0997530125,394.9130712533,422.1326936827,379.9286139558,361.0496083122,142.1672956805,0.1609783357,0.0748458229,80.9114680254,18.5840822276,541.9242922912,66.0997530125,394.9130712533,380.8340899957,142.5061200679,0.2629631520,0.1219723012,0.1493040064,0.0342927647,18,8,26,80.9114680254,18.5840822276
B101,Bank 101,492.7667279483,29.7350302565,201.0851053672,261.9465923246,292.2452187354,104.4467347874,96.0747744255,0.1949700923,0.0603430154,18.8318153558,12.9742402287,401.2942333896,49.2701017676,333.1923162661,292.2452187354,96.0747744255,0.2394122976,0.1227779960,0.0469276999,0.0323309910,6,11,17,18.8318153558,12.9742402287
B102,Bank 102,222.9992093442,17.9788846095,39.8759945504,165.1443301843,190.8469346556,24.4580214925,7.6942531962,0.0345034999,0.0806230868,0.0000000000,0.2143572659,198.7555451176,61.7649377730,136.9906073447,190.8469346556,7.6942531962,0.0387121436,0.3107583124,0.0000000000,0.0010784970,0,1,1,0.0000000000,0.2143572659
B103,Bank 103,122.8809811367,4.7752029760,0.7757139607,117.3300642000,97.9598037720,8.3960273964,16.5251499682,0.1344809410,0.0388603910,1.1153144607,0.0000000000,114.4849537402,97.5267771167,15.8428621628,97.9598037720,16.5251499682,0.1443434218,0.8518741890,0.0097420178,0.0000000000,1,0,1,1.1153144607,0.0000000000
B104,Bank 104,1017.2106076693,222.3404617029,267.4376371779,527.4325087885,446.1926988643,439.7555315896,131.2623772154,0.1290414947,0.2185785913,15.0103539473,49.0790121819,626.5340882616,277.6083082122,333.9154261021,446.1926988643,131.2623772154,0.2095055635,0.4430857210,0.0239577610,0.0783341451,7,12,19,15.0103539473,49.0790121819
B105,Bank 105,273.3667335031,19.3575722293,242.8919779877,11.1171832861,111.7134073529,103.0064671670,58.6468589832,0.2145354639,0.0708117333,0.0789566606,0.0000000000,262.3285068776,19.3575722293,242.8919779877,172.0213989997,90.3071078779,0.3442519799,0.0737913407,0.0003009839,0.0000000000,1,0,1,0.0789566606,0.0000000000
B106,Bank 106,231.9334493515,32.5570430052,118.7839859934,80.5924203528,163.9527905514,41.0214006990,26.9592581011,0.1162370420,0.1403723486,2.3427180977,1.2089499922,192.1209986447,40.8258070009,148.9524735461,163.9527905514,26.9592581011,0.1403243700,0.2125004934,0.0121939721,0.0062926489,5,3,8,2.3427180977,1.2089499922
B107,Bank 107,148.8523237334,29.4718083799,44.2854939994,75.0950213541,42.2717405387,92.1586857524,14.4218974424,0.0968872845,0.1979936063,0.2650610007,0.9981319702,74.0223633800,29.4718083799,44.2854939994,54.4481086965,18.5761227133,0.2509528454,0.3981473576,0.0035808233,0.0134841948,2,2,4,0.2650610007,0.9981319702
B108,Bank 108,123.5971624251,24.2196089398,0.0000000000,99.3775534853,86.9123860713,16.8781760178,19.8066003360,0.1602512545,0.1959560273,0.4621125897,1.5603245148,108.2793109221,107.8171983324,0.0000000000,86.9123860713,19.8066003360,0.1829213741,0.9957322171,0.0042677829,0.0144101814,1,3,4,0.4621125897,1.5603245148
B109,Bank 109,106.9907641361,11.7258201982,15.2825314234,79.9824125145,49.3079261731,50.4770778244,7.2057601386,0.0673493661,0.1095965646,3.4911035021,2.4159284259,58.9296147375,24.0689259348,31.3695853006,49.3079261731,7.2057601386,0.1222774011,0.4084351483,0.0592419197,0.0409968475,1,1,2,3.4911035021,2.4159284259
B110,Bank 110,472.3904973908,56.2448567223,83.0035559350,333.1420847334,52.7701676382,402.7076472318,16.9126825207,0.0358023343,0.1190643271,28.2211539548,28.8998300239,167.4695666122,56.2448567223,83.0035559350,104.9375594234,33.6321771649,0.2008256058,0.3358512108,0.1685151190,0.1725676528,6,2,8,28.2211539548,28.8998300239
B111,Bank 111,150.0197235538,37.3062203484,77.4293971867,35.2841060187,9.5131506474,122.5054900640,18.0010828424,0.1199914412,0.2486754372,0.1243358623,5.1736349036,114.8599533974,37.3062203484,77.4293971867,37.9244608859,71.7618576080,0.6247770044,0.3247974533,0.0010824997,0.0450429828,1,7,8,0.1243358623,5.1736349036
B112,Bank 112,116.2688217684,19.6086634541,82.3254679755,14.3346903388,87.6373606310,16.4458546277,12.1856065096,0.1048054528,0.1686493692,0.1848608288,0.9183421770,102.1189922583,19.6086634541,82.3254679755,88.8468668215,12.3537832599,0.1209743945,0.1920177924,0.0018102492,0.0089928637,2,3,5,0.1848608288,0.9183421770
B113,Bank 113,127.5681500665,25.9804797904,89.0403034916,12.5473667845,6.6711018613,113.3820193036,7.5150289016,0.0589099152,0.2036596108,0.1116657390,3.8809675417,115.1324490210,25.9804797904,89.0403034916,52.3165884747,58.9348930046,0.5118877737,0.2256573191,0.0009698894,0.0337087205,2,4,6,0.1116657390,3.8809675417
B114,Bank 114,178.0859444653,40.1830440098,135.1547864814,2.7481139741,45.3499327597,116.2612024974,16.4748092083,0.0925104407,0.2256384923,0.1583723721,4.0136092190,175.4962028633,40.1830440098,135.1547864814,125.7866000518,45.6959935926,0.2603816655,0.2289681677,0.0009024262,0.0228700630,8,3,11,0.1583723721,4.0136092190
B115,Bank 115,113.8466318137,22.4161125264,89.4230255511,2.0074937363,34.5311238349,68.8152373097,10.5002706692,0.0922317200,0.1968974591,0.0544199722,6.8815395239,111.8935580497,22.4161125264,89.4230255511,80.5256656118,24.4863529140,0.2188361273,0.2003342544,0.0004863548,0.0615007659,3,7,10,0.0544199722,6.8815395239
B116,Bank 116,365.0307134892,16.8990371030,330.9749162860,17.1567601003,57.9356223842,276.9631214456,30.1319696595,0.0825463955,0.0462948362,1.0182769834,6.8369856688,348.8922303723,16.8990371030,330.9749162860,225.0224291570,117.0328155465,0.3354411631,0.0484362667,0.0029186003,0.0195962681,6,3,9,1.0182769834,6.8369856688
B117,Bank 117,257.8766332022,36.2426740253,0.0000000000,221.6339591769,73.2165330412,160.0363486218,24.6237515392,0.0954865559,0.1405426834,12.4366262363,17.5947655773,115.4350501578,102.9984239215,0.0000000000,73.2165330412,24.6237515392,0.2133126074,0.8922629979,0.1077370021,0.1524213448,4,6,10,12.4366262363,17.5947655773
B118,Bank 118,233.3493106507,5.9442328422,26.2097937787,201.1952840298,143.5413397126,49.7302051280,40.0777658101,0.1717500930,0.0254735393,9.4189784685,4.7690049059,188.3881104286,33.0855666842,145.8835652758,143.5413397126,40.0777658101,0.2127404204,0.1756244946,0.0499977331,0.0253147871,3,4,7,9.4189784685,4.7690049059
B119,Bank 119,145.8193660259,23.8021726400,20.5949432269,101.4222501590,1.9806312018,132.9136209699,10.9251138542,0.0749222422,0.1632305316,0.0000000000,8.6777423439,44.3971158668,23.8021726400,20.5949432269,5.4818149127,30.2375586102,0.6810703358,0.5361197946,0.0000000000,0.1954573439,0,4,4,0.0000000000,8.6777423439
B120,Bank 120,193.0933302224,46.1179006537,60.6430644977,86.3323650709,121.8252092653,25.4537115195,45.8144094376,0.2372656238,0.2388373570,4.0110625345,2.7823285205,170.4219472234,71.8850811895,94.5258034994,121.8252092653,45.8144094376,0.2688292804,0.4218064772,0.0235360680,0.0163261162,3,6,9,4.0110625345,2.7823285205
B121,Bank 121,179.4758308440,23.0057533102,0.0000000000,156.4700775338,118.4993391503,19.8458976477,41.1305940459,0.2291706569,0.1281830161,3.0653169762,1.7440198037,161.3739530000,158.3086360238,0.0000000000,118.4993391503,41.1305940459,0.2548775269,0.9810048839,0.0189951161,0.0108073191,4,4,8,3.0653169762,1.7440198037
B122,Bank 122,201.2925814608,21.7885376977,148.4641153300,31.0399284331,65.8855212928,111.1016458971,24.3054142709,0.1207466966,0.1082431232,0.9994468435,13.0504511375,171.2520998712,21.7885376977,148.4641153300,115.5681336606,42.6335150731,0.2489517799,0.1272307768,0.0058361144,0.0762060795,6,7,13,0.9994468435,13.0504511375
B123,Bank 123,106.0580145864,0.9503527632,64.4615830737,40.6460787496,14.9435315688,82.3369159730,8.7775670446,0.0827619400,0.0089606879,0.0367170117,6.9966287703,65.4486528486,0.9503527632,64.4615830737,36.8229010514,21.6291230268,0.3304746864,0.0145205856,0.0005610049,0.1069025635,1,2,3,0.0367170117,6.9966287703
B124,Bank 124,143.0965951055,34.3351165536,43.2753827223,65.4860958296,74.4293420095,49.4460515647,19.2212015312,0.1343232627,0.2399436306,2.9600593067,6.2877211396,99.9382646803,42.9034475455,54.0747578282,74.4293420095,19.2212015312,0.1923307513,0.4292995049,0.0296188784,0.0629160528,5,6,11,2.9600593067,6.2877211396
B125,Bank 125,102.8741860085,2.6490793216,14.3571885078,85.8679181791,9.6976493371,71.3372150646,21.8393216068,0.2122915617,0.0257506710,2.2464080658,2.7317978453,34.2687687892,4.9881475744,27.0342131491,9.6976493371,21.8393216068,0.6372951926,0.1455595795,0.0655526342,0.0797168367,5,5,10,2.2464080658,2.7317978453
B126,Bank 126,157.4808447189,1.6172925785,38.2655934597,117.5979586806,48.0721529930,83.6614794757,25.7472122501,0.1634942478,0.0102697733,3.2199949898,12.2052091619,86.0245744051,3.3578119604,79.4467674550,48.0721529930,25.7472122501,0.2993006641,0.0390331714,0.0374311063,0.1418804946,3,9,12,3.2199949898,12.2052091619
B127,Bank 127,130.5840587176,8.0330942113,12.9011006721,109.6498638342,99.9625610604,4.3357669250,26.2857307322,0.2012935652,0.0615166529,1.4983401015,0.3270242973,126.5753160899,47.9958812543,77.0810947341,99.9625610604,26.2857307322,0.2076686952,0.3791883184,0.0118375379,0.0025836341,2,4,6,1.4983401015,0.3270242973
B128,Bank 128,110.9672552132,1.8179330962,92.7187510493,16.4305710676,95.7006897637,0.4360307315,14.8305347179,0.1336478467,0.0163826085,0.1571964978,0.0016225121,110.5328469937,2.1225151894,108.2531353065,95.7006897637,14.8305347179,0.1341730999,0.0192025741,0.0014221700,0.0000146790,2,1,3,0.1571964978,0.0016225121
B129,Bank 129,107.5478671363,12.2367383118,50.5957219594,44.7154068651,69.8686618055,20.6224911296,17.0567142012,0.1585964897,0.1137794606,1.6955646009,1.9217257224,88.8471017291,16.9729236879,70.1786134403,69.8686618055,17.0567142012,0.1919782848,0.1910351982,0.0190840733,0.0216295826,4,6,10,1.6955646009,1.9217257224
B130,Bank 130,180.5034566041,23.2889080095,109.4044947092,47.8100538854,52.0461550362,115.3255400957,13.1317614722,0.0727507479,0.1290219503,1.2980425257,10.2062323109,133.9914452444,23.2889080095,109.4044947092,98.8455097778,24.9397031556,0.1861290705,0.1738089172,0.0096875030,0.0761707756,4,3,7,1.2980425257,10.2062323109
B131,Bank 131,113.2804219687,8.8520139302,24.6827136969,79.7456943416,63.5664771748,28.8716614973,20.8422832965,0.1839883974,0.0781424873,4.9700743569,0.2156908456,84.6244513170,21.0260140560,58.6283629041,63.5664771748,20.8422832965,0.2462915029,0.2484626338,0.0587309493,0.0025488005,4,1,5,4.9700743569,0.2156908456
B132,Bank 132,562.8896119511,7.1712815654,201.8029712611,353.9153591246,376.6572261254,157.3005669361,28.9318188895,0.0513987437,0.0127401206,27.1960347529,8.4988002674,414.0878452824,13.2768035828,373.6150069467,376.6572261254,28.9318188895,0.0698687953,0.0320627706,0.0656769694,0.0205241481,5,7,12,27.1960347529,8.4988002674
B133,Bank 133,178.6074494618,4.9831642830,67.3269483152,106.2973368636,57.2178616535,90.3110460607,31.0785417476,0.1740047341,0.0279000921,0.9078760510,0.9853601780,89.2817635791,6.0901799770,82.2837075511,57.2178616535,31.0785417476,0.3480950701,0.0682130340,0.0101686617,0.0110365223,1,2,3,0.9078760510,0.9853601780
B134,Bank 134,132.8414146030,12.7695263733,88.1919375926,31.8799506371,66.8050313168,37.4330963572,28.6032869290,0.2153190480,0.0961260945,0.5411081542,3.1174297809,101.5025721201,12.7695263733,88.1919375926,68.8894075058,29.4957348334,0.2905910089,0.1258049536,0.0053309797,0.0307128156,3,5,8,0.5411081542,3.1174297809
B135,Bank 135,181.4643472719,2.7459389552,137.4085918167,41.3098165000,1.8807049148,173.4331611791,6.1504811781,0.0338936065,0.0151321127,0.2062617686,0.0865976509,140.3607925405,2.7459389552,137.4085918167,32.8487429746,107.4254519150,0.7653522752,0.0195634330,0.0014695113,0.0006169647,1,1,2,0.2062617686,0.0865976509
B136,Bank 136,101.5497459830,17.7252473209,3.2766138640,80.5478847981,17.9607831035,67.9522765928,15.6366862867,0.1539805554,0.1745474314,1.3720202232,2.5219609253,36.1194303154,29.3262788580,5.4211312342,17.9607831035,15.6366862867,0.4329161936,0.8119252879,0.0379856551,0.0698228323,5,1,6,1.3720202232,2.5219609253
B137,Bank 137,835.0542140834,43.2183439005,743.0176461419,48.8182240410,427.6560909183,386.7899527311,20.6081704340,0.0246788413,0.0517551354,1.6214528705,42.3081091515,787.8574429129,43.2183439005,743.0176461419,711.2739987375,34.2753350239,0.0435044884,0.0548555380,0.0020580536,0.0537002088,6,8,14,1.6214528705,42.3081091515
B138,Bank 138,155.1016717465,11.7129513264,7.0008932163,136.3878272038,20.7831850254,106.1360179671,28.1824687539,0.1817031914,0.0755178922,0.7793710336,5.0798705842,54.0455243635,33.3391602070,19.9269931230,20.7831850254,28.1824687539,0.5214579576,0.6168718058,0.0144206397,0.0939924377,1,1,2,0.7793710336,5.0798705842
B139,Bank 139,276.6987026655,27.2635228081,220.6922948285,28.7428850290,44.8944966840,225.7060954348,6.0981105468,0.0220388115,0.0985314443,1.4175926550,15.4185570835,249.3734102915,27.2635228081,220.6922948285,205.9766297891,27.9782234189,0.1121940923,0.1093281067,0.0056846183,0.0618291945,3,4,7,1.4175926550,15.4185570835
B140,Bank 140,105.9258294530,11.0324302352,0.0000000000,94.8933992177,67.8527067198,13.2812865964,24.7918361368,0.2340490159,0.1041524083,0.3883086479,0.6356674991,93.2802103556,92.8919017077,0.0000000000,67.8527067198,24.7918361368,0.2657780899,0.9958371808,0.0041628192,0.0068146019,1,1,2,0.3883086479,0.6356674991
B141,Bank 141,155.9776313967,0.0647583124,41.1975348411,114.7153382432,148.8496259647,1.6353194985,5.4926859335,0.0352145746,0.0004151769,2.5537063673,0.1636474889,154.5059593871,0.2384785410,151.7137744788,148.8496259647,5.4926859335,0.0355499940,0.0015434909,0.0165282063,0.0010591662,4,6,10,2.5537063673,0.1636474889
B142,Bank 142,156.8031773817,4.3932475657,128.3372764751,24.0726533408,66.2759270482,52.9319353036,37.5953150299,0.2397611812,0.0280175927,1.0576532944,0.2868771853,133.7881773353,4.3932475657,128.3372764751,85.1816369244,48.3196632256,0.3611654198,0.0328373377,0.0079054317,0.0021442641,6,3,9,1.0576532944,0.2868771853
B143,Bank 143,637.1811403342,137.4343271411,0.0000000000,499.7468131931,427.4868923436,81.9903019945,127.7039459961,0.2004201598,0.2156911409,5.6411875736,4.2135381694,559.4043765091,553.7631889355,0.0000000000,427.4868923436,127.7039459961,0.2282855683,0.9899157250,0.0100842750,0.0075321866,2,2,4,5.6411875736,4.2135381694
B144,Bank 144,176.0030718082,0.0542556975,72.7349706145,103.2138454963,148.3591917737,1.4499027033,26.1939773312,0.1488268191,0.0003082656,0.6986106727,0.0108317542,174.5640008591,0.1295959373,173.7357942491,148.3591917737,26.1939773312,0.1500537178,0.0007423978,0.0040020317,0.0000620503,1,1,2,0.6986106727,0.0108317542
B145,Bank 145,153.3658224270,19.4838761137,49.5091653987,84.3727809146,17.4623889989,105.8631480307,30.0402853974,0.1958734021,0.1270418390,0.2973169410,5.0668105128,69.2903584534,19.4838761137,49.5091653987,23.6091249868,40.6144229538,0.5861482587,0.2811917350,0.0042908847,0.0731243224,1,1,2,0.2973169410,5.0668105128
B146,Bank 146,123.0045200694,15.0527398459,15.1152224236,92.8365578000,44.1650299769,54.3636084993,24.4758815932,0.1989835949,0.1223755016,1.9719459664,6.7620079634,75.4029195335,36.6394432565,36.7915303107,44.1650299769,24.4758815932,0.3246012455,0.4859154458,0.0261521169,0.0896783308,2,6,8,1.9719459664,6.7620079634
B147,Bank 147,130.8063849742,10.8927107645,82.0118964676,37.9017777422,39.2033830983,60.6593468274,30.9436550485,0.2365607386,0.0832735403,1.6543515612,2.9032710809,94.5589587932,10.8927107645,82.0118964676,51.2240164867,40.4316712257,0.4275816035,0.1151949102,0.0174954503,0.0307032894,1,1,2,1.6543515612,2.9032710809
B148,Bank 148,163.2719991367,17.6059062152,121.3932039270,24.2728889945,12.2321305795,140.5753652825,10.4645032747,0.0640924551,0.1078317550,0.8099511973,6.9587409298,139.8090613395,17.6059062152,121.3932039270,71.5983910750,61.2519293347,0.4381112980,0.1259282199,0.0057932668,0.0497731754,3,2,5,0.8099511973,6.9587409298
B149,Bank 149,146.9983300853,28.6860309281,99.8750541648,18.4372449924,94.6073921254,30.6456369908,21.7453009692,0.1479288979,0.1951452844,0.0000000000,0.0837272751,128.5610850929,28.6860309281,99.8750541648,104.4660630281,24.0112947897,0.1867695405,0.2231315247,0.0000000000,0.0006512645,0,2,2,0.0000000000,0.0837272751
B150,Bank 150,101.4672629038,21.3386594035,13.0914299670,67.0371735332,42.9286571156,56.0356874277,2.5029183605,0.0246672502,0.2103009266,3.1424536634,0.3002377093,45.7318131854,26.3955119975,16.1938475245,42.9286571156,2.5029183605,0.0547303548,0.5771805262,0.0687148277,0.0065651827,4,1,5,3.1424536634,0.3002377093
B151,Bank 151,321.2082270755,20.9065235130,149.6069904785,150.6947130840,127.4718063412,144.1337569770,49.6026637574,0.1544252593,0.0650871359,2.4890998216,0.0000000000,177.0744700985,21.4057705063,153.1795997706,127.4718063412,49.6026637574,0.2801231805,0.1208856957,0.0140567967,0.0000000000,4,0,4,2.4890998216,0.0000000000
B152,Bank 152,452.6463601404,36.4935310710,75.9467234743,340.2061055950,65.2244698290,367.6631820062,19.7587083051,0.0436515347,0.0806226102,13.6758356056,10.5511593702,126.1160901509,36.4935310710,75.9467234743,88.6959220224,26.8690087584,0.2130498077,0.2893645928,0.1084384680,0.0836622778,4,4,8,13.6758356056,10.5511593702
B153,Bank 153,110.5990942198,6.7045959772,20.3696753624,83.5248228802,17.1754072031,77.7548144714,15.6688725453,0.1416727023,0.0606207133,0.5653440429,5.7838575017,38.6281372501,9.4257624523,28.6370307548,17.1754072031,15.6688725453,0.4056336562,0.2440128653,0.0146355502,0.1497317218,1,7,8,0.5653440429,5.7838575017
B154,Bank 154,171.3169070659,20.5521783991,7.0733689005,143.6913597663,133.0965032654,13.6303976250,24.5900061755,0.1435351980,0.1199658501,2.9505145894,0.5055743614,158.1920838024,115.4928223077,39.7487469053,133.0965032654,24.5900061755,0.1554439741,0.7300796572,0.0186514680,0.0031959523,3,4,7,2.9505145894,0.5055743614
B155,Bank 155,107.9635196437,18.4417442797,83.0460166591,6.4757587049,4.2563314024,91.0721848145,12.6350034268,0.1170303031,0.1708145894,0.0844119784,7.4244852627,101.5721729171,18.4417442797,83.0460166591,23.7236289183,70.4240587361,0.6933400824,0.1815629591,0.0008310542,0.0730956624,4,5,9,0.0844119784,7.4244852627
B156,Bank 156,210.3598156557,12.0038082013,174.7933580884,23.5626493659,42.5593937256,140.2148218502,27.5856000799,0.1311353121,0.0570632189,0.2573636515,5.5174940337,187.0545299413,12.0038082013,174.7933580884,110.1447981932,71.3922377143,0.3816653771,0.0641727747,0.0013758750,0.0294967143,3,2,5,0.2573636515,5.5174940337
B157,Bank 157,124.6258775350,10.3045580214,86.5744537865,27.7468657270,29.4382079827,71.3570925853,23.8305769669,0.1912169241,0.0826839355,0.1466259282,3.7368934800,97.0256377361,10.3045580214,86.5744537865,51.5546479698,41.7340962863,0.4301347279,0.1062044864,0.0015112081,0.0385144954,1,2,3,0.1466259282,3.7368934800
B158,Bank 158,205.0482870925,47.6934430435,58.4521651903,98.9026788587,80.4101335477,83.6260489956,41.0121045491,0.2000119344,0.2325961544,6.7016247190,5.0878515292,126.5100896260,53.8324504635,65.9760144434,80.4101335477,41.0121045491,0.3241805035,0.4255190287,0.0529730454,0.0402169625,4,5,9,6.7016247190,5.0878515292
B159,Bank 159,237.6215677489,2.8852776995,113.6937443345,121.0425457150,122.1356155761,86.1287221594,29.3572300135,0.1235461507,0.0121423225,8.6467411969,0.9179815631,152.4108271527,3.5580956501,140.2059903056,122.1356155761,29.3572300135,0.1926190584,0.0233454258,0.0567331164,0.0060230732,5,2,7,8.6467411969,0.9179815631
B160,Bank 160,265.3488391286,30.5661699640,110.0012275909,124.7814415736,111.2207273023,114.2465084965,39.8816033298,0.1502987669,0.1151924013,0.1983349310,4.8082799665,155.9106105986,33.8594010157,121.8528746519,111.2207273023,39.8816033298,0.2557978779,0.2171718838,0.0012721067,0.0308399791,1,3,4,0.1983349310,4.8082799665
B161,Bank 161,107.8961688857,19.1935966570,38.7000363546,50.0025358741,6.9621878846,75.8073561147,25.1266248864,0.2328778227,0.1778895104,0.3384459232,0.0000000000,58.2320789348,19.1935966570,38.7000363546,12.6343930936,45.5976858411,0.7830337964,0.3296052109,0.0058120186,0.0000000000,1,0,1,0.3384459232,0.0000000000
