Source,Target,Type,Weight,relationship
B048,B006,Directed,0.2695314703,interbank_loan
B048,B046,Directed,0.1344199806,interbank_loan
B048,B012,Directed,0.3401076490,interbank_loan
B048,B068,Directed,0.0144737871,interbank_loan
B049,B042,Directed,1.9884544938,interbank_loan
B049,B031,Directed,0.1544407483,interbank_loan
B049,B032,Directed,1.7875846345,interbank_loan
B049,B008,Directed,0.3379728605,interbank_loan
B049,B040,Directed,0.6719359312,interbank_loan
B049,B003,Directed,0.6289510208,interbank_loan
B049,B115,Directed,0.6143415081,interbank_loan
B049,B176,Directed,0.4386150916,interbank_loan
B050,B032,Directed,0.0425747385,interbank_loan
B050,B001,Directed,0.0322162543,interbank_loan
B050,B049,Directed,0.0391277237,interbank_loan
B050,B002,Directed,0.0019296463,interbank_loan
B050,B008,Directed,0.0080494685,interbank_loan
B051,B006,Directed,0.6452218506,interbank_loan
B051,B021,Directed,0.3900792673,interbank_loan
B051,B023,Directed,4.1608305985,interbank_loan
B051,B048,Directed,0.2082565285,interbank_loan
B051,B007,Directed,0.8569058976,interbank_loan
B051,B045,Directed,0.9695393322,interbank_loan
B052,B030,Directed,0.1624539131,interbank_loan
B052,B038,Directed,0.2388804495,interbank_loan
B052,B006,Directed,0.5278974224,interbank_loan
B052,B179,Directed,0.2322460945,interbank_loan
B053,B044,Directed,0.1775251189,interbank_loan
B053,B006,Directed,0.2675551493,interbank_loan
B053,B034,Directed,0.0370947159,interbank_loan
B054,B029,Directed,0.0803568501,interbank_loan
B054,B002,Directed,0.0082242803,interbank_loan
B054,B056,Directed,0.1654760966,interbank_loan
B054,B066,Directed,0.0446115268,interbank_loan
B054,B067,Directed,0.0509358191,interbank_loan
B054,B070,Directed,0.0649138071,interbank_loan
B054,B139,Directed,0.2045380423,interbank_loan
B055,B006,Directed,1.2022050806,interbank_loan
B055,B015,Directed,1.0465084273,interbank_loan
B055,B133,Directed,0.8023204986,interbank_loan
B055,B160,Directed,1.0149623956,interbank_loan
B055,B166,Directed,0.3570756573,interbank_loan
B055,B178,Directed,8.4267410513,interbank_loan
B056,B049,Directed,1.3420990792,interbank_loan
B056,B042,Directed,1.6244300984,interbank_loan
B056,B154,Directed,0.0994074982,interbank_loan
B056,B190,Directed,0.6858540172,interbank_loan
B056,B199,Directed,0.0135836019,interbank_loan
B057,B008,Directed,0.0759995864,interbank_loan
B057,B054,Directed,0.3224586065,interbank_loan
B057,B039,Directed,0.0603973320,interbank_loan
B058,B012,Directed,0.1819986357,interbank_loan
B058,B003,Directed,0.0750898521,interbank_loan
B058,B036,Directed,0.0781670253,interbank_loan
B059,B006,Directed,0.4646772041,interbank_loan
B059,B037,Directed,0.2910012620,interbank_loan
B059,B026,Directed,0.0605372470,interbank_loan
B060,B026,Directed,0.0461865605,interbank_loan
B060,B013,Directed,0.4502054332,interbank_loan
B061,B006,Directed,0.3649110168,interbank_loan
B061,B041,Directed,0.0466669440,interbank_loan
B061,B032,Directed,0.5399540425,interbank_loan
B061,B018,Directed,0.0609008557,interbank_loan
B061,B056,Directed,0.4924020955,interbank_loan
B061,B049,Directed,0.4962372840,interbank_loan
B062,B003,Directed,0.1448656871,interbank_loan
B062,B076,Directed,0.1605573005,interbank_loan
B062,B090,Directed,0.1381980953,interbank_loan
B063,B032,Directed,0.3787659700,interbank_loan
B063,B020,Directed,0.0296071227,interbank_loan
B063,B023,Directed,1.6507150062,interbank_loan
B063,B012,Directed,0.3230041113,interbank_loan
B063,B015,Directed,0.2228257117,interbank_loan
B063,B045,Directed,0.3846427022,interbank_loan
B063,B115,Directed,0.1301709876,interbank_loan
B064,B019,Directed,1.1231068261,interbank_loan
B064,B017,Directed,0.8020768520,interbank_loan
B064,B023,Directed,4.9293562011,interbank_loan
B064,B031,Directed,0.0977201984,interbank_loan
B064,B003,Directed,0.3979598597,interbank_loan
B064,B111,Directed,0.6919954555,interbank_loan
B064,B125,Directed,0.4029617661,interbank_loan
B064,B158,Directed,0.4723775713,interbank_loan
B065,B102,Directed,0.2143572659,interbank_loan
B066,B023,Directed,0.7175697462,interbank_loan
B066,B050,Directed,0.0311470834,interbank_loan
B066,B014,Directed,0.0214339806,interbank_loan
B066,B030,Directed,0.0342431562,interbank_loan
B066,B003,Directed,0.0579312884,interbank_loan
B066,B013,Directed,0.1413056613,interbank_loan
B066,B008,Directed,0.0311299332,interbank_loan
B066,B068,Directed,0.0059753844,interbank_loan
B066,B074,Directed,0.0724419749,interbank_loan
B066,B100,Directed,0.2968851579,interbank_loan
B066,B187,Directed,0.0757833495,interbank_loan
B067,B006,Directed,0.1570949526,interbank_loan
B067,B023,Directed,1.0130554085,interbank_loan
B067,B068,Directed,0.0084359682,interbank_loan
B067,B101,Directed,0.1212510632,interbank_loan
B067,B132,Directed,0.1826084944,interbank_loan
B068,B031,Directed,0.0222438836,interbank_loan
B068,B006,Directed,0.1739985011,interbank_loan
B068,B023,Directed,1.1220610195,interbank_loan
B068,B056,Directed,0.2347893667,interbank_loan
B068,B074,Directed,0.1132772342,interbank_loan
B069,B019,Directed,0.9140522318,interbank_loan
B069,B021,Directed,0.3761083559,interbank_loan
B069,B013,Directed,0.7900154605,interbank_loan
B069,B023,Directed,4.0118080775,interbank_loan
B070,B032,Directed,1.1682767335,interbank_loan
B070,B020,Directed,0.0913210673,interbank_loan
B070,B001,Directed,0.8840336224,interbank_loan
B070,B028,Directed,0.0779206167,interbank_loan
B070,B002,Directed,0.0529506700,interbank_loan
B070,B158,Directed,0.4879169897,interbank_loan
B070,B188,Directed,0.3141036122,interbank_loan
B071,B006,Directed,0.2038676944,interbank_loan
B071,B023,Directed,1.3146779513,interbank_loan
B071,B029,Directed,0.1335884667,interbank_loan
B071,B064,Directed,0.2662155364,interbank_loan
B071,B021,Directed,0.1232514999,interbank_loan
B071,B129,Directed,0.0310683360,interbank_loan
B071,B134,Directed,0.0563939636,interbank_loan
B072,B026,Directed,0.1071592261,interbank_loan
B073,B023,Directed,0.3261622323,interbank_loan
B073,B026,Directed,0.0065892199,interbank_loan
B073,B003,Directed,0.0263319328,interbank_loan
B073,B165,Directed,0.0187858500,interbank_loan
B073,B193,Directed,0.0240777443,interbank_loan
B074,B056,Directed,0.6794778447,interbank_loan
B074,B040,Directed,0.2800744278,interbank_loan
B074,B082,Directed,0.3931352339,interbank_loan
B074,B128,Directed,0.0016225121,interbank_loan
B074,B155,Directed,0.3388883155,interbank_loan
B074,B199,Directed,0.0069306691,interbank_loan
B075,B003,Directed,0.1029515229,interbank_loan
B075,B104,Directed,0.6426174397,interbank_loan
B076,B067,Directed,0.0393971593,interbank_loan
B076,B007,Directed,0.1259702612,interbank_loan
B076,B037,Directed,0.0594001401,interbank_loan
B076,B088,Directed,0.0743306688,interbank_loan
B077,B073,Directed,1.1920944344,interbank_loan
B077,B006,Directed,0.5165930353,interbank_loan
B077,B040,Directed,0.2873291055,interbank_loan
B078,B023,Directed,6.1237135227,interbank_loan
B078,B049,Directed,1.2913569776,interbank_loan
B078,B013,Directed,1.2058972575,interbank_loan
B078,B025,Directed,0.7005064072,interbank_loan
B078,B008,Directed,0.2656616917,interbank_loan
B078,B024,Directed,2.2488260618,interbank_loan
B079,B008,Directed,0.1274965269,interbank_loan
B079,B023,Directed,2.9388964630,interbank_loan
B080,B021,Directed,0.4761317965,interbank_loan
B080,B006,Directed,0.7875595157,interbank_loan
B080,B077,Directed,0.3861131681,interbank_loan
B080,B043,Directed,0.3245212182,interbank_loan
B080,B024,Directed,1.8650709237,interbank_loan
B080,B159,Directed,0.5012562996,interbank_loan
B080,B171,Directed,0.3917634512,interbank_loan
B082,B006,Directed,0.3816134804,interbank_loan
B082,B015,Directed,0.3321910127,interbank_loan
B082,B048,Directed,0.1231723609,interbank_loan
B082,B012,Directed,0.4815380687,interbank_loan
B082,B046,Directed,0.1903172071,interbank_loan
B082,B025,Directed,0.2815087654,interbank_loan
B083,B007,Directed,0.1782798150,interbank_loan
B083,B012,Directed,0.1693889314,interbank_loan
B083,B023,Directed,0.8656634425,interbank_loan
B083,B087,Directed,0.1209469450,interbank_loan
B084,B039,Directed,0.0904873659,interbank_loan
B084,B067,Directed,0.1690508381,interbank_loan
B085,B006,Directed,0.5520823500,interbank_loan
B085,B023,Directed,3.5602035682,interbank_loan
B085,B001,Directed,0.6181540800,interbank_loan
B085,B066,Directed,0.2008392539,interbank_loan
B085,B003,Directed,0.2874245753,interbank_loan
B086,B008,Directed,0.1255878691,interbank_loan
B086,B006,Directed,0.4489134890,interbank_loan
B086,B017,Directed,0.4710417526,interbank_loan
B088,B006,Directed,0.7777431928,interbank_loan
B088,B058,Directed,0.5303220903,interbank_loan
B088,B040,Directed,0.4325808531,interbank_loan
B088,B096,Directed,0.3894611515,interbank_loan
B089,B023,Directed,3.9851837238,interbank_loan
B089,B049,Directed,0.8403879100,interbank_loan
B089,B004,Directed,0.8678969211,interbank_loan
B089,B006,Directed,0.6179842117,interbank_loan
B089,B003,Directed,0.3217343383,interbank_loan
B089,B111,Directed,0.5594501419,interbank_loan
B090,B007,Directed,0.4507414685,interbank_loan
B090,B025,Directed,0.2503638748,interbank_loan
B090,B083,Directed,0.2979068453,interbank_loan
B090,B125,Directed,0.1789155374,interbank_loan
B090,B182,Directed,0.4004840665,interbank_loan
B090,B185,Directed,0.0502903662,interbank_loan
B091,B070,Directed,0.2642178257,interbank_loan
B091,B032,Directed,0.7385794264,interbank_loan
B091,B003,Directed,0.2598647780,interbank_loan
B091,B012,Directed,0.6298458947,interbank_loan
B091,B043,Directed,0.2056776485,interbank_loan
B091,B092,Directed,0.2834146479,interbank_loan
B092,B012,Directed,0.0852613949,interbank_loan
B092,B055,Directed,0.0962428061,interbank_loan
B092,B014,Directed,0.0130153303,interbank_loan
B092,B068,Directed,0.0036284255,interbank_loan
B092,B004,Directed,0.0948934601,interbank_loan
B092,B070,Directed,0.0357668131,interbank_loan
B092,B135,Directed,0.0865976509,interbank_loan
B093,B031,Directed,0.0970489690,interbank_loan
B095,B057,Directed,0.0037482354,interbank_loan
B095,B006,Directed,0.2119337936,interbank_loan
B095,B008,Directed,0.0592905185,interbank_loan
B095,B024,Directed,0.5018942038,interbank_loan
B095,B124,Directed,0.0774390980,interbank_loan
B096,B034,Directed,0.0216719553,interbank_loan
B096,B015,Directed,0.1360703592,interbank_loan
B096,B168,Directed,0.2721819675,interbank_loan
B097,B199,Directed,0.0090726377,interbank_loan
B098,B049,Directed,0.7807528971,interbank_loan
B098,B056,Directed,0.7747188190,interbank_loan
B098,B003,Directed,0.2989036536,interbank_loan
B098,B166,Directed,0.1705268908,interbank_loan
B099,B006,Directed,0.5992425347,interbank_loan
B099,B004,Directed,0.8415761131,interbank_loan
B099,B063,Directed,0.0383879254,interbank_loan
B099,B088,Directed,0.4695985081,interbank_loan
B099,B041,Directed,0.0766346220,interbank_loan
B100,B032,Directed,4.2278159017,interbank_loan
B100,B014,Directed,0.5503714874,interbank_loan
B100,B016,Directed,1.5513334351,interbank_loan
B100,B012,Directed,3.6053975973,interbank_loan
B100,B006,Directed,2.8572368725,interbank_loan
B100,B023,Directed,18.4254122740,interbank_loan
B100,B097,Directed,1.2229230126,interbank_loan
B100,B003,Directed,1.4875318773,interbank_loan
B100,B101,Directed,2.2053096110,interbank_loan
B100,B117,Directed,3.3790400288,interbank_loan
B100,B125,Directed,1.5062284745,interbank_loan
B100,B126,Directed,1.7664455010,interbank_loan
B100,B137,Directed,8.1667617656,interbank_loan
B100,B155,Directed,1.9229166414,interbank_loan
B100,B167,Directed,1.3140638033,interbank_loan
B100,B170,Directed,5.7796431663,interbank_loan
B100,B178,Directed,20.0275274453,interbank_loan
B100,B197,Directed,0.9155091302,interbank_loan
B101,B006,Directed,1.7730052029,interbank_loan
B101,B023,Directed,11.4335469145,interbank_loan
B101,B021,Directed,1.0718988668,interbank_loan
B101,B010,Directed,0.0015260312,interbank_loan
B101,B003,Directed,0.9230602416,interbank_loan
B101,B116,Directed,3.6287780988,interbank_loan
B103,B004,Directed,1.1153144607,interbank_loan
B104,B063,Directed,0.2286947324,interbank_loan
B104,B006,Directed,3.5699665873,interbank_loan
B104,B020,Directed,0.4129136352,interbank_loan
B104,B021,Directed,2.1582808292,interbank_loan
B104,B101,Directed,2.7554179011,interbank_loan
B104,B160,Directed,3.0139465373,interbank_loan
B104,B194,Directed,2.8711337248,interbank_loan
B105,B017,Directed,0.0789566606,interbank_loan
B106,B006,Directed,0.5454958560,interbank_loan
B106,B012,Directed,0.6883326571,interbank_loan
B106,B075,Directed,0.2512589896,interbank_loan
B106,B086,Directed,0.2235416230,interbank_loan
B106,B132,Directed,0.6340889721,interbank_loan
B107,B003,Directed,0.2646235171,interbank_loan
B107,B010,Directed,0.0004374836,interbank_loan
B108,B051,Directed,0.4621125897,interbank_loan
B109,B023,Directed,3.4911035021,interbank_loan
B110,B104,Directed,7.3276804772,interbank_loan
B110,B023,Directed,14.5411155044,interbank_loan
B110,B021,Directed,1.3632344668,interbank_loan
B110,B032,Directed,3.3365418610,interbank_loan
B110,B118,Directed,0.8286582591,interbank_loan
B110,B124,Directed,0.8239233863,interbank_loan
B111,B003,Directed,0.1243358623,interbank_loan
B112,B111,Directed,0.0878353995,interbank_loan
B112,B006,Directed,0.0970254292,interbank_loan
B113,B031,Directed,0.0108571280,interbank_loan
B113,B054,Directed,0.1008086110,interbank_loan
B114,B005,Directed,0.0000433438,interbank_loan
B114,B024,Directed,0.0440498025,interbank_loan
B114,B006,Directed,0.0186008160,interbank_loan
B114,B040,Directed,0.0103457760,interbank_loan
B114,B064,Directed,0.0242894110,interbank_loan
B114,B096,Directed,0.0093145081,interbank_loan
B114,B063,Directed,0.0011915822,interbank_loan
B114,B152,Directed,0.0505371324,interbank_loan
B115,B057,Directed,0.0002403135,interbank_loan
B115,B025,Directed,0.0100235064,interbank_loan
B115,B104,Directed,0.0441561524,interbank_loan
B116,B066,Directed,0.0422451904,interbank_loan
B116,B006,Directed,0.1161268206,interbank_loan
B116,B003,Directed,0.0604578322,interbank_loan
B116,B023,Directed,0.7488649490,interbank_loan
B116,B031,Directed,0.0148455961,interbank_loan
B116,B030,Directed,0.0357365951,interbank_loan
B117,B023,Directed,9.6739653973,interbank_loan
B117,B097,Directed,0.6420759943,interbank_loan
B117,B068,Directed,0.0805575523,interbank_loan
B117,B049,Directed,2.0400272923,interbank_loan
B118,B023,Directed,8.7818501417,interbank_loan
B118,B008,Directed,0.3809781689,interbank_loan
B118,B120,Directed,0.2561501579,interbank_loan
B120,B023,Directed,3.7682687051,interbank_loan
B120,B146,Directed,0.2347510958,interbank_loan
B120,B199,Directed,0.0080427335,interbank_loan
B121,B101,Directed,0.8174324590,interbank_loan
B121,B002,Directed,0.0710271042,interbank_loan
B121,B074,Directed,0.6894863685,interbank_loan
B121,B004,Directed,1.4873710445,interbank_loan
B122,B101,Directed,0.1621590877,interbank_loan
B122,B104,Directed,0.6827437541,interbank_loan
B122,B068,Directed,0.0112821188,interbank_loan
B122,B005,Directed,0.0004895684,interbank_loan
B122,B125,Directed,0.1107548047,interbank_loan
B122,B129,Directed,0.0320175097,interbank_loan
B123,B163,Directed,0.0367170117,interbank_loan
B124,B104,Directed,1.4404099870,interbank_loan
B124,B024,Directed,1.0496833888,interbank_loan
B124,B014,Directed,0.0853799777,interbank_loan
B124,B010,Directed,0.0003815046,interbank_loan
B124,B183,Directed,0.3842044486,interbank_loan
B125,B006,Directed,0.5812034596,interbank_loan
B125,B043,Directed,0.2394902873,interbank_loan
B125,B032,Directed,0.8599991315,interbank_loan
B125,B082,Directed,0.4537616368,interbank_loan
B125,B014,Directed,0.1119535505,interbank_loan
B126,B067,Directed,0.3306115214,interbank_loan
B126,B024,Directed,1.8849898168,interbank_loan
B126,B012,Directed,1.0043936516,interbank_loan
B127,B032,Directed,1.0981841608,interbank_loan
B127,B196,Directed,0.4001559408,interbank_loan
B128,B099,Directed,0.0459849423,interbank_loan
B128,B006,Directed,0.1112115555,interbank_loan
B129,B032,Directed,0.4478414277,interbank_loan
B129,B012,Directed,0.3819102924,interbank_loan
B129,B100,Directed,0.8075134755,interbank_loan
B129,B014,Directed,0.0582994053,interbank_loan
B130,B047,Directed,0.0055711270,interbank_loan
B130,B063,Directed,0.0207304391,interbank_loan
B130,B012,Directed,0.4083413959,interbank_loan
B130,B100,Directed,0.8633995637,interbank_loan
B131,B006,Directed,0.5397647273,interbank_loan
B131,B086,Directed,0.2211930335,interbank_loan
B131,B056,Directed,0.7283454610,interbank_loan
B131,B023,Directed,3.4807711350,interbank_loan
B132,B044,Directed,1.5894364407,interbank_loan
B132,B083,Directed,2.1026824994,interbank_loan
B132,B100,Directed,6.3913411893,interbank_loan
B132,B023,Directed,15.4478354782,interbank_loan
B132,B190,Directed,1.6647391452,interbank_loan
B133,B012,Directed,0.9078760510,interbank_loan
B134,B032,Directed,0.3192895605,interbank_loan
B134,B037,Directed,0.1351320614,interbank_loan
B134,B146,Directed,0.0866865322,interbank_loan
B135,B025,Directed,0.2062617686,interbank_loan
B136,B063,Directed,0.0349255623,interbank_loan
B136,B134,Directed,0.1508118981,interbank_loan
B136,B003,Directed,0.2838385846,interbank_loan
B136,B029,Directed,0.3572497645,interbank_loan
B136,B006,Directed,0.5451944137,interbank_loan
B137,B038,Directed,0.1495237909,interbank_loan
B137,B024,Directed,0.7825123516,interbank_loan
B137,B153,Directed,0.1898606569,interbank_loan
B137,B171,Directed,0.1643689447,interbank_loan
B137,B190,Directed,0.2296300696,interbank_loan
B137,B200,Directed,0.1055570568,interbank_loan
B138,B160,Directed,0.7793710336,interbank_loan
B139,B023,Directed,1.2545806438,interbank_loan
B139,B089,Directed,0.0600297686,interbank_loan
B139,B070,Directed,0.1029822426,interbank_loan
B140,B021,Directed,0.3883086479,interbank_loan
B141,B064,Directed,1.0139201010,interbank_loan
B141,B021,Directed,0.4694210372,interbank_loan
B141,B083,Directed,0.6815469516,interbank_loan
B141,B096,Directed,0.3888182774,interbank_loan
B142,B006,Directed,0.1629375639,interbank_loan
B142,B014,Directed,0.0313856335,interbank_loan
B142,B024,Directed,0.3858630449,interbank_loan
B142,B116,Directed,0.3334814034,interbank_loan
B142,B003,Directed,0.0848283958,interbank_loan
B142,B176,Directed,0.0591572529,interbank_loan
B143,B013,Directed,4.2954997729,interbank_loan
B143,B188,Directed,1.3456878007,interbank_loan
B144,B006,Directed,0.6986106727,interbank_loan
B145,B003,Directed,0.2973169410,interbank_loan
B146,B137,Directed,1.7960562213,interbank_loan
B146,B050,Directed,0.1758897451,interbank_loan
B147,B023,Directed,1.6543515612,interbank_loan
B148,B100,Directed,0.4383429857,interbank_loan
B148,B003,Directed,0.0855339960,interbank_loan
B148,B168,Directed,0.2860742155,interbank_loan
B150,B030,Directed,0.1396347743,interbank_loan
B150,B006,Directed,0.4537461488,interbank_loan
B150,B024,Directed,1.0745457734,interbank_loan
B150,B104,Directed,1.4745269669,interbank_loan
B151,B001,Directed,1.1420579726,interbank_loan
B151,B141,Directed,0.0123261187,interbank_loan
B151,B006,Directed,1.0199884945,interbank_loan
B151,B089,Directed,0.3147272358,interbank_loan
B152,B132,Directed,2.6766901757,interbank_loan
B152,B104,Directed,7.4830582878,interbank_loan
B152,B006,Directed,2.3027106019,interbank_loan
B152,B072,Directed,1.2133765402,interbank_loan
B153,B006,Directed,0.5653440429,interbank_loan
B154,B006,Directed,0.9725857711,interbank_loan
B154,B012,Directed,1.2272550575,interbank_loan
B154,B101,Directed,0.7506737608,interbank_loan
B155,B142,Directed,0.0171448680,interbank_loan
B155,B063,Directed,0.0028078889,interbank_loan
B155,B003,Directed,0.0228195959,interbank_loan
B155,B080,Directed,0.0416396255,interbank_loan
B156,B013,Directed,0.2025292655,interbank_loan
B156,B063,Directed,0.0102167646,interbank_loan
B156,B008,Directed,0.0446176214,interbank_loan
B157,B082,Directed,0.1466259282,interbank_loan
B158,B006,Directed,0.6694302172,interbank_loan
B158,B122,Directed,0.5496095384,interbank_loan
B158,B023,Directed,4.3169426587,interbank_loan
B158,B168,Directed,1.1656423047,interbank_loan
B159,B032,Directed,1.2122861063,interbank_loan
B159,B023,Directed,5.2833121927,interbank_loan
B159,B006,Directed,0.8192855705,interbank_loan
B159,B066,Directed,0.2980437659,interbank_loan
B159,B012,Directed,1.0338135615,interbank_loan
B160,B098,Directed,0.1983349310,interbank_loan
B161,B006,Directed,0.3384459232,interbank_loan
B162,B034,Directed,0.2766738571,interbank_loan
B162,B080,Directed,1.8957815346,interbank_loan
B162,B071,Directed,1.0171384776,interbank_loan
B162,B186,Directed,0.8446400458,interbank_loan
B162,B194,Directed,1.6049394701,interbank_loan
B164,B142,Directed,0.2374443237,interbank_loan
B164,B023,Directed,3.9145922353,interbank_loan
B165,B013,Directed,0.0703996200,interbank_loan
B165,B137,Directed,0.1584555831,interbank_loan
B165,B139,Directed,0.0924646328,interbank_loan
B165,B042,Directed,0.0912478773,interbank_loan
B165,B065,Directed,0.0260386085,interbank_loan
B166,B012,Directed,0.6025669094,interbank_loan
B166,B023,Directed,3.0794228456,interbank_loan
B166,B143,Directed,0.2893272252,interbank_loan
B167,B165,Directed,0.0383032978,interbank_loan
B167,B004,Directed,0.1448300854,interbank_loan
B167,B032,Directed,0.1525941347,interbank_loan
B168,B005,Directed,0.0039673213,interbank_loan
B168,B004,Directed,2.3910722315,interbank_loan
B168,B126,Directed,1.0525819660,interbank_loan
B169,B162,Directed,1.0985198013,interbank_loan
B169,B192,Directed,0.1846147675,interbank_loan
B170,B001,Directed,4.6038306772,interbank_loan
B170,B023,Directed,26.5153542391,interbank_loan
B170,B137,Directed,11.7524958454,interbank_loan
B170,B121,Directed,0.6030116036,interbank_loan
B170,B190,Directed,2.8574325649,interbank_loan
B170,B196,Directed,2.2169218340,interbank_loan
B171,B141,Directed,0.0076820515,interbank_loan
B172,B004,Directed,1.3208744008,interbank_loan
B173,B006,Directed,0.7027020465,interbank_loan
B174,B099,Directed,0.1455160004,interbank_loan
B174,B183,Directed,0.3050429915,interbank_loan
B175,B001,Directed,0.5796848234,interbank_loan
B175,B100,Directed,1.3813202803,interbank_loan
B175,B082,Directed,0.4042021678,interbank_loan
B175,B054,Directed,0.6145352988,interbank_loan
B175,B115,Directed,0.2632765157,interbank_loan
B176,B006,Directed,0.2734916910,interbank_loan
B176,B152,Directed,0.7430580346,interbank_loan
B176,B127,Directed,0.0087627117,interbank_loan
B177,B162,Directed,1.4966727282,interbank_loan
B178,B006,Directed,10.4757055345,interbank_loan
B178,B013,Directed,13.3030030985,interbank_loan
B178,B181,Directed,14.6261470548,interbank_loan
B178,B186,Directed,4.4338966075,interbank_loan
B178,B187,Directed,7.1345063175,interbank_loan
B178,B194,Directed,8.4250512478,interbank_loan
B178,B196,Directed,5.6481626861,interbank_loan
B178,B199,Directed,0.1441836669,interbank_loan
B179,B026,Directed,0.1816520739,interbank_loan
B179,B012,Directed,1.7594461524,interbank_loan
B179,B006,Directed,1.3943412026,interbank_loan
B180,B006,Directed,1.3358440280,interbank_loan
B181,B032,Directed,0.0499560838,interbank_loan
B181,B023,Directed,0.2177155916,interbank_loan
B181,B099,Directed,0.0139599639,interbank_loan
B181,B021,Directed,0.0204109099,interbank_loan
B182,B079,Directed,0.1985893940,interbank_loan
B182,B003,Directed,0.2848668925,interbank_loan
B182,B032,Directed,0.8096396429,interbank_loan
B182,B006,Directed,0.5471695776,interbank_loan
B182,B167,Directed,0.2516472271,interbank_loan
B182,B168,Directed,0.9527565250,interbank_loan
B182,B031,Directed,0.0699498921,interbank_loan
B183,B104,Directed,0.9255992144,interbank_loan
B183,B032,Directed,0.4214567672,interbank_loan
B183,B126,Directed,0.1760910190,interbank_loan
B183,B006,Directed,0.2848283472,interbank_loan
B183,B003,Directed,0.1482870567,interbank_loan
B183,B015,Directed,0.2479404475,interbank_loan
B184,B058,Directed,0.3158091202,interbank_loan
B184,B104,Directed,1.5050846833,interbank_loan
B184,B032,Directed,0.6853161878,interbank_loan
B184,B101,Directed,0.3574740270,interbank_loan
B184,B003,Directed,0.2411244243,interbank_loan
B185,B056,Directed,1.8448760893,interbank_loan
B185,B012,Directed,1.7252069690,interbank_loan
B185,B008,Directed,0.3824893272,interbank_loan
B185,B067,Directed,0.5678782415,interbank_loan
B186,B023,Directed,0.7131713209,interbank_loan
B187,B032,Directed,0.9010651326,interbank_loan
B187,B008,Directed,0.1703614780,interbank_loan
B188,B051,Directed,0.4572635528,interbank_loan
B188,B122,Directed,0.5464536020,interbank_loan
B188,B162,Directed,1.8799263934,interbank_loan
B188,B113,Directed,0.5576696219,interbank_loan
B190,B006,Directed,0.1704288186,interbank_loan
B190,B031,Directed,0.0217875371,interbank_loan
B191,B012,Directed,2.0312487631,interbank_loan
B192,B032,Directed,0.2998993052,interbank_loan
B192,B014,Directed,0.0390404953,interbank_loan
B194,B003,Directed,0.9088742826,interbank_loan
B194,B185,Directed,0.2586813555,interbank_loan
B194,B023,Directed,11.2578315916,interbank_loan
B194,B100,Directed,4.6577815290,interbank_loan
B195,B178,Directed,0.4040204298,interbank_loan
B196,B032,Directed,0.6421117637,interbank_loan
B197,B070,Directed,0.2379960238,interbank_loan
B197,B024,Directed,1.0647482609,interbank_loan
B198,B101,Directed,1.9985640240,interbank_loan
B198,B139,Directed,4.3188337409,interbank_loan
B199,B008,Directed,0.0014528252,interbank_loan
B200,B031,Directed,0.0797119846,interbank_loan
B200,B152,Directed,1.6940924761,interbank_loan
B200,B027,Directed,0.5296917866,interbank_loan
B200,B053,Directed,0.3323410391,interbank_loan
B200,B003,Directed,0.3246224498,interbank_loan
